aliskiren-carvedilol-Lisinopril,4
Hydrochlorothiazide-Indapamide-Spironolactone,2
Timolol-Captopril-Furosemide,8
Nadolol-irbesartan-Hydrochlorothiazide,2
Ramipril-olmesartan-nebivolol,16
Hydrochlorothiazide-Ramipril-piretanide,4
Captopril-Pentoxifylline-end,6
Amlodipine-Diltiazem-Atenolol,38
Bumetanide-Lisinopril-Propranolol,8
benazepril-Felodipine-Diltiazem,10
Ramipril-Metoprolol-Felodipine,14
quinapril-Furosemide-Triamterene,12
Propranolol-Nifedipine-Furosemide,12
valsartan-Furosemide-irbesartan,8
irbesartan-Clonidine-Metoprolol,6
Clonidine-Bisoprolol-Triamterene,4
Nadolol-Doxazosin-nebivolol,2
Hydrochlorothiazide-Diltiazem-Pindolol,2
Propranolol-Verapamil-Indapamide,2
carvedilol-Chlorthalidone-Labetalol,2
Triamterene-Hydrochlorothiazide-benazepril,2114
irbesartan-Indapamide-Perindopril,4
Hydrochlorothiazide-Triamterene-Chlorthalidone,26
carvedilol-Isradipine-valsartan,2
Methyldopa-Amlodipine-end,6
Metoprolol-Captopril-Hydrochlorothiazide,148
Nicergoline-Losartan-torsemide,2
Propranolol-Furosemide-Hydralazine,4
Amlodipine-Diltiazem-trandolapril,2
eplerenone-Atenolol-Ramipril,4
quinapril-Lisinopril-nebivolol,2
nebivolol-Losartan-end,374
valsartan-carvedilol-eplerenone,2
Doxazosin-nebivolol-Furosemide,2
Spironolactone-Indapamide-irbesartan,2
Clonidine-moexipril-Diltiazem,2
irbesartan-Bumetanide-end,2
Ramipril-Indapamide-Atenolol,6
Nifedipine-Nitrendipine-Losartan,2
Losartan-Clonidine-Metoprolol,32
Guanfacine-Propranolol-Lisinopril,4
benazepril-valsartan-nebivolol,10
lercanidipine-Hydrochlorothiazide-eprosartan,2
Propranolol-Chlorthalidone-Prazosin,2
nebivolol-Furosemide-Losartan,10
Amlodipine-Nifedipine-Pentoxifylline,4
Furosemide-Atenolol-candesartan,12
Betaxolol-Clonidine-Hydrochlorothiazide,6
Bumetanide-Diltiazem-Amlodipine,2
