glimepiride-sitagliptin-dapagliflozin,6
liraglutide-Linagliptin-end,6
InsulinLispro-sitagliptin-InsulinGlargine,8
Glipizide-Metformin-empagliflozin,48
sitagliptin-glimepiride-Metformin,278
rosiglitazone-Glipizide-Acarbose,6
insulindetemir-InsulinGlargine-end,24
canagliflozin-Metformin-Glyburide,8
InsulinAspartHuman-Metformin-dulaglutide,8
Metformin-sitagliptin-miglitol,6
RegularInsulinHuman-Glipizide-end,182
Metformin-pioglitazone-Glyburide,2010
sitagliptin-Metformin-Acarbose,4
Metformin-saxagliptin-nateglinide,34
Glipizide-InsulinLispro-RegularInsulinHuman,14
repaglinide-RegularInsulinHuman-glimepiride,2
Acarbose-Glipizide-RegularInsulinHuman,2
RegularInsulinHuman-rosiglitazone-InsulinLispro,6
InsulinGlargine-insulindetemir-canagliflozin,2
InsulinLispro-pioglitazone-end,20
pioglitazone-saxagliptin-alogliptin,2
Metformin-InsulinLispro-liraglutide,10
InsulinAspartHuman-pioglitazone-glimepiride,2
Metformin-exenatide-albiglutide,18
saxagliptin-Metformin-Glyburide,28
Glipizide-dapagliflozin-Metformin,6
Metformin-Tolbutamide-rosiglitazone,2
RegularInsulinHuman-pioglitazone-InsulinGlargine,42
InsulinAspartHuman-InsulinGlargine-RegularInsulinHuman,38
miglitol-Metformin-Acarbose,4
vildagliptin-Metformin-sitagliptin,24
pioglitazone-sitagliptin-end,872
Glipizide-pioglitazone-miglitol,2
Glyburide-saxagliptin-Glipizide,2
glimepiride-alogliptin-exenatide,2
exenatide-InsulinGlargine-end,12
InsulinGlulisineHuman-insulindetemir-Metformin,2
albiglutide-Metformin-canagliflozin,2
pioglitazone-nateglinide-end,70
rosiglitazone-Metformin-dapagliflozin,2
exenatide-InsulinGlargine-InsulinAspartHuman,6
saxagliptin-insulindetemir-InsulinLispro,2
insulindetemir-glimepiride-Metformin,22
rosiglitazone-repaglinide-sitagliptin,4
nateglinide-sitagliptin-repaglinide,2
exenatide-liraglutide-albiglutide,2
saxagliptin-glimepiride-Metformin,38
repaglinide-nateglinide-Metformin,6
pioglitazone-Glyburide-repaglinide,6
sitagliptin-glimepiride-RegularInsulinHuman,8
RegularInsulinHuman-sitagliptin-dapagliflozin,4
sitagliptin-rosiglitazone-liraglutide,2
nateglinide-InsulinGlargine-InsulinLispro,14
pioglitazone-exenatide-InsulinGlargine,12
Metformin-Tolbutamide-Glipizide,2
Glyburide-insulindetemir-InsulinLispro,4
Glyburide-Metformin-Linagliptin,60
liraglutide-insulindetemir-canagliflozin,2
Acarbose-InsulinGlargine-RegularInsulinHuman,4
rosiglitazone-Metformin-Pramlintide,2
InsulinGlargine-glimepiride-RegularInsulinHuman,12
nateglinide-pioglitazone-RegularInsulinHuman,4
InsulinGlargine-Metformin-end,1742
Glyburide-Acarbose-end,14
sitagliptin-Gliclazide-Metformin,2
pioglitazone-dapagliflozin-end,6
Tolazamide-end,46
gliquidone-saxagliptin-RegularInsulinHuman,2
miglitol-pioglitazone-glimepiride,2
Glipizide-repaglinide-nateglinide,6
canagliflozin-Metformin-dapagliflozin,16
InsulinGlargine-InsulinLispro-canagliflozin,16
sitagliptin-canagliflozin-end,50
rosiglitazone-InsulinGlargine-glimepiride,2
Tolazamide-Glipizide-Metformin,24
sitagliptin-exenatide-dulaglutide,2
InsulinGlargine-Glipizide-Metformin,158
Glyburide-saxagliptin-empagliflozin,4
RegularInsulinHuman-nateglinide-repaglinide,2
Glyburide-liraglutide-canagliflozin,2
nateglinide-Metformin-alogliptin,2
liraglutide-nateglinide-pioglitazone,2
Linagliptin-Glipizide-insulindetemir,2
Metformin-glimepiride-Linagliptin,672
saxagliptin-dapagliflozin-Metformin,4
Metformin-albiglutide-insulindetemir,6
saxagliptin-Gliclazide-Metformin,2
vildagliptin-sitagliptin-InsulinLispro,2
Metformin-Glipizide-sitagliptin,5916
dapagliflozin-liraglutide-end,2
pioglitazone-nateglinide-InsulinGlargine,6
insulindetemir-pioglitazone-exenatide,2
Glyburide-exenatide-Metformin,26
liraglutide-Metformin-Glyburide,16
exenatide-InsulinGlargine-insulindetemir,2
liraglutide-canagliflozin-Glipizide,2
Glipizide-InsulinLispro-Metformin,42
saxagliptin-InsulinGlargine-InsulinLispro,10
Glyburide-Metformin-canagliflozin,44
InsulinLispro-pioglitazone-canagliflozin,2
glimepiride-exenatide-rosiglitazone,8
Metformin-repaglinide-exenatide,52
InsulinLispro-Glyburide-Glipizide,6
glimepiride-insulindetemir-end,58
RegularInsulinHuman-Glipizide-pioglitazone,22
Tolazamide-Acarbose-glimepiride,2
InsulinGlargine-Pramlintide-InsulinAspartHuman,6
rosiglitazone-Glyburide-exenatide,14
InsulinAspartHuman-dapagliflozin-end,2
Glyburide-liraglutide-Glipizide,2
Linagliptin-sitagliptin-canagliflozin,2
liraglutide-canagliflozin-dulaglutide,4
rosiglitazone-pioglitazone-Glyburide,48
pioglitazone-Metformin-exenatide,310
sitagliptin-albiglutide-Metformin,2
liraglutide-exenatide-dapagliflozin,6
InsulinLispro-pioglitazone-Glipizide,4
repaglinide-Metformin-end,224
nateglinide-InsulinLispro-end,2
Glyburide-InsulinGlargine-repaglinide,10
Metformin-repaglinide-pioglitazone,146
rosiglitazone-exenatide-Glipizide,6
InsulinLispro-Linagliptin-end,4
miglitol-exenatide-liraglutide,2
insulindetemir-InsulinAspartHuman-glimepiride,18
glimepiride-pioglitazone-Glyburide,30
Metformin-dulaglutide-end,992
glimepiride-Glipizide-sitagliptin,26
InsulinAspartHuman-pioglitazone-liraglutide,2
nateglinide-sitagliptin-RegularInsulinHuman,2
pioglitazone-Linagliptin-saxagliptin,6
Metformin-insulindetemir-nateglinide,4
Linagliptin-InsulinGlargine-InsulinLispro,8
nateglinide-Glyburide-Metformin,20
InsulinLispro-InsulinGlargine-empagliflozin,2
InsulinGlargine-liraglutide-exenatide,4
sitagliptin-liraglutide-end,54
liraglutide-Metformin-insulindetemir,14
InsulinGlulisineHuman-InsulinGlargine-end,28
Metformin-Tolbutamide-end,6
repaglinide-RegularInsulinHuman-rosiglitazone,2
rosiglitazone-glimepiride-RegularInsulinHuman,14
Linagliptin-Metformin-dapagliflozin,6
InsulinLispro-sitagliptin-insulindetemir,6
Linagliptin-Metformin-alogliptin,2
Metformin-exenatide-end,3518
Glyburide-saxagliptin-InsulinGlargine,8
Glyburide-InsulinAspartHuman-saxagliptin,2
InsulinGlargine-InsulinGlulisineHuman-exenatide,4
